Well_ID,Operator,Region,Well_Type,Formation,Latitude,Longitude,Spud_Date,Completion_Date,TVD_Depth_m,Status,Initial_Production_boe_d,Current_Production_boe_d,Water_Cut_pct,Royalty_Rate_pct,Cumulative_Oil_bbl,Cumulative_Gas_mcf,Cumulative_Water_bbl
AB-101770,Whitecap Resources,Peace River,Gas,Colorado Group,56.964,-117.1999,2022-09-23,2023-01-31,1772.6,Producing,592.2,202.4,72.8,19.31,4485.0,5680.0,7637.0
AB-101771,MEG Energy,Cold Lake,Oil Sands,Bakken,54.7735,-109.8874,2010-08-23,2010-11-12,2098.1,Producing,243.8,4.8,80.4,1.68,959397.0,336.0,1586146.0
AB-101772,Whitecap Resources,Lloydminster,Gas,Duvernay,53.16,-109.592,2014-11-08,2015-03-24,1243.5,Producing,334.2,34.3,34.8,36.87,890.0,59801.0,1352.0
AB-101773,Athabasca Oil Corp,Lloydminster,Oil,Colorado Group,53.0134,-109.957,2010-11-16,2011-04-29,3351.0,Suspended,77.8,0.0,50.3,6.19,359803.0,598.0,818269.0
AB-101774,,Cold Lake,Gas,Montney,54.547,-110.3841,2020-07-05,2020-08-09,1857.9,Producing,137.0,41.6,57.5,20.99,4311.0,10939.0,9008.0
AB-101775,Whitecap Resources,Cold Lake,Gas,Duvernay,54.7751,-109.9394,2001-11-06,2001-12-25,1718.3,Suspended,22.4,0.0,,13.5,4587.0,5706.0,7418.0
AB-101776,Cenovus Energy,Athabasca,Oil Sands,Clearwater,56.3961,-111.7857,2020-03-26,2020-09-15,706.1,Producing,38.2,15.0,,19.88,76401.0,235.0,117718.0
AB-101777,Whitecap Resources,Medicine Hat,Oil Sands,McMurray,49.8181,-110.7358,2003-09-14,2003-10-22,1203.4,Suspended,11.3,0.0,68.2,15.71,39047.0,292.0,105077.0
AB-101778,Obsidian Energy,Grande Prairie,Gas,Montney,55.4407,-118.5252,2014-05-05,2014-10-30,1018.5,Suspended,9.7,0.0,70.8,1.09,3689.0,3104.0,6743.0
AB-101779,Obsidian Energy,Athabasca,Oil Sands,Clearwater,57.2425,-111.7098,2014-07-14,2014-08-11,2356.3,Suspended,33.4,0.0,53.3,37.27,111134.0,5.0,270025.0
AB-101780,Cenovus Energy,Medicine Hat,Heavy Oil,Clearwater,50.3077,-111.046,2008-08-08,2008-09-16,2135.8,Abandoned,78.3,0.0,67.1,33.99,383730.0,135.0,609279.0
AB-101781,Cenovus Energy,Medicine Hat,Gas,McMurray,50.3351,-110.9784,2021-07-21,2021-10-31,1144.5,Suspended,60.6,0.0,42.5,11.99,2230.0,11187.0,700.0
AB-101782,Imperial Oil,Medicine Hat,Heavy Oil,Montney,50.1875,-111.1941,1999-02-12,1999-07-27,874.3,Producing,42.3,0.0,64.3,4.49,295645.0,64.0,259313.0
AB-101783,Suncor Energy,Medicine Hat,Oil Sands,Cardium,50.3717,-110.8702,2000-01-18,2000-06-10,1655.6,Producing,44.2,0.0,98.0,13.17,258879.0,470.0,147382.0
AB-101784,Crescent Point Energy,Cold Lake,Heavy Oil,Viking,54.6454,-110.4873,2004-10-12,2004-12-20,2589.7,Producing,31.4,0.0,70.6,37.79,164829.0,24.0,437832.0
AB-101785,Whitecap Resources,Grande Prairie,Oil,Montney,55.5024,-118.5945,2022-05-21,2022-09-10,1753.9,Producing,203.3,62.9,50.0,27.02,212935.0,918.0,266459.0
AB-101786,Crescent Point Energy,Grande Prairie,Oil Sands,McMurray,55.4687,-119.0957,2005-04-27,2005-10-15,369.3,Producing,88.5,0.4,77.0,27.0,342471.0,50.0,368388.0
AB-101787,Suncor Energy,Cold Lake,Oil Sands,Clearwater,54.5346,-109.978,2008-01-03,2008-05-01,2358.9,Suspended,76.2,0.0,65.4,15.41,341270.0,55.0,816121.0
AB-101788,Crescent Point Energy,Lloydminster,Oil,Duvernay,52.9482,-109.7018,2015-06-05,2015-08-29,1695.8,Suspended,45.4,0.0,29.8,20.89,143944.0,48.0,156705.0
AB-101789,Athabasca Oil Corp,Medicine Hat,Gas,Clearwater,50.3018,-111.1213,1999-12-26,2000-05-29,1013.9,Producing,42.2,0.9,,33.82,4571.0,1588.0,12614.0
AB-101790,Crescent Point Energy,Athabasca,Oil Sands,Clearwater,58.4331,-110.9076,2002-06-14,2002-11-09,641.3,Producing,35.4,0.4,49.9,23.59,278250.0,1693.0,729952.0
AB-101791,Crescent Point Energy,Cold Lake,Gas,Montney,54.6721,-109.9314,2017-03-11,2017-08-30,2356.4,Producing,161.6,28.9,35.2,35.79,1686.0,62.0,2909.0
AB-101792,Suncor Energy,Grande Prairie,Oil,McMurray,55.5884,-118.6242,2008-10-18,2009-03-09,1294.4,Producing,180.2,2.0,57.3,21.53,544023.0,1481.0,1409998.0
AB-101793,Obsidian Energy,Cold Lake,Oil,Viking,54.5219,-110.074,2020-06-19,2020-11-10,3468.5,Abandoned,180.0,0.0,83.4,18.1,246956.0,91.0,613205.0
AB-101794,Suncor Energy,Athabasca,Oil,Duvernay,56.9032,-111.3481,2006-09-22,2007-02-15,1976.3,Producing,33.9,2.3,94.3,6.81,106314.0,602.0,204358.0
AB-101795,Whitecap Resources,Medicine Hat,Oil,Viking,50.3283,-110.8154,1998-03-07,1998-06-28,1154.2,Suspended,198.7,0.0,76.3,38.48,1332333.0,421.0,2426286.0
AB-101796,Obsidian Energy,Athabasca,Heavy Oil,Colorado Group,57.1883,-111.3705,2019-07-21,2019-08-23,2097.4,Producing,101.4,24.1,49.8,10.44,107430.0,12.0,228591.0
AB-101797,Cenovus Energy,Lloydminster,Oil,Montney,52.9377,-109.6201,1999-04-24,1999-05-11,1101.3,Producing,42.2,0.0,56.5,18.11,278777.0,348.0,612123.0
AB-101798,Suncor Energy,Peace River,Heavy Oil,Colorado Group,56.4251,-117.2912,2014-10-21,2015-03-29,2002.2,Suspended,65.7,0.0,27.0,39.85,197968.0,65.0,529673.0
AB-101799,Whitecap Resources,Grande Prairie,Gas,Bakken,54.9767,-118.7125,2004-01-17,2004-06-06,1235.1,Producing,293.7,4.3,49.2,14.37,2204.0,548.0,1739.0
AB-101800,Suncor Energy,Cold Lake,Gas,Colorado Group,54.6259,-109.9267,2015-07-05,2015-10-22,1713.9,Orphan,71.4,0.0,41.1,31.64,3615.0,6735.0,9190.0
AB-101801,Obsidian Energy,Grande Prairie,Oil,Colorado Group,55.3633,-119.0174,2009-10-17,2010-02-16,879.3,Producing,33.9,0.7,55.9,35.08,183699.0,74.0,304256.0
AB-101802,Obsidian Energy,Lloydminster,Gas,Clearwater,52.9727,-109.5172,2000-10-08,2001-02-13,1347.9,Producing,128.7,0.0,71.5,28.19,70.0,1086.0,45.0
AB-101803,Athabasca Oil Corp,Lloydminster,Oil Sands,Bakken,53.0772,-109.834,2006-03-19,2006-05-13,2905.8,Producing,184.6,1.9,46.0,13.42,1259590.0,261.0,490227.0
AB-101804,Cenovus Energy,Lloydminster,Oil Sands,Bakken,53.3109,-109.8885,2016-10-03,2017-02-16,378.8,Producing,113.2,6.4,19.6,29.62,369333.0,141.0,441753.0
AB-101805,Whitecap Resources,Grande Prairie,Oil,McMurray,55.3132,-118.9475,2008-08-13,2009-01-03,1284.5,Producing,45.6,2.8,62.7,1.24,277784.0,45.0,106902.0
AB-101806,Baytex Energy,Athabasca,Oil,Duvernay,56.595,-111.863,2015-07-22,2015-09-02,1904.8,Abandoned,7.4,0.0,57.5,38.83,22714.0,1489.0,43800.0
AB-101807,MEG Energy,Cold Lake,Oil,Duvernay,54.3523,-110.3249,1999-03-26,1999-09-10,1627.4,Producing,84.8,0.6,98.0,11.93,583194.0,128.0,1522595.0
AB-101808,Whitecap Resources,Cold Lake,Heavy Oil,McMurray,54.6809,-110.4089,2015-07-19,2015-09-09,2015.2,Producing,189.7,8.9,62.5,9.68,400287.0,45.0,280474.0
AB-101809,MEG Energy,Peace River,Oil Sands,Duvernay,56.2213,-117.1671,2006-04-19,2006-09-21,1277.3,Producing,92.3,1.8,72.2,39.44,567025.0,219.0,933998.0
AB-101810,Cenovus Energy,Athabasca,Heavy Oil,Cardium,57.0847,-111.2042,2020-11-01,2021-03-21,1617.1,Producing,125.9,27.1,48.2,19.22,156463.0,1223.0,308947.0
AB-101811,Crescent Point Energy,Athabasca,Gas,Colorado Group,57.8241,-111.9216,2005-11-20,2005-12-12,896.3,Producing,77.6,0.3,39.3,11.45,2327.0,335.0,1099.0
AB-101812,Whitecap Resources,Grande Prairie,Heavy Oil,Colorado Group,55.1806,-119.2001,2009-07-04,2009-12-17,2109.9,Producing,450.4,17.4,48.9,13.37,2642128.0,174.0,5552138.0
AB-101813,Imperial Oil,Lloydminster,Oil Sands,Cardium,52.9288,-109.63,2006-10-04,2007-01-31,1795.8,Producing,149.2,2.0,46.0,20.83,787908.0,320.0,1088585.0
AB-101814,Cenovus Energy,Cold Lake,Oil,Colorado Group,54.5759,-110.3033,2012-06-08,2012-12-02,768.1,Producing,32.0,0.3,64.8,20.85,85383.0,468.0,144990.0
AB-101815,Whitecap Resources,Grande Prairie,Oil,Viking,55.3564,-119.2617,2009-07-24,2009-11-12,2100.3,Suspended,21.5,0.0,89.6,1.81,90929.0,34.0,159162.0
AB-101816,Athabasca Oil Corp,Cold Lake,Gas,McMurray,54.598,-110.0497,2001-05-23,2001-06-14,2210.1,Producing,38.9,0.1,98.0,11.3,1699.0,677.0,4672.0
AB-101817,Obsidian Energy,Grande Prairie,Oil,McMurray,55.2281,-119.15,2007-09-04,2007-11-14,1564.4,Producing,279.1,30.1,81.3,12.51,1799197.0,934.0,555707.0
AB-101818,Whitecap Resources,Cold Lake,Oil Sands,Viking,54.2706,-109.9914,2011-09-17,2011-10-04,2158.7,Producing,77.2,1.3,80.4,36.45,287758.0,40.0,286598.0
AB-101819,Baytex Energy,Peace River,Oil Sands,Colorado Group,56.9272,-117.3838,2003-01-19,2003-03-13,1919.1,Producing,17.0,1.5,55.3,36.25,111605.0,50.0,217689.0
AB-101820,Suncor Energy,Athabasca,Gas,McMurray,56.8938,-111.7865,2013-04-06,2013-07-05,2824.9,Producing,72.7,9.9,69.7,24.1,4118.0,162.0,4559.0
AB-101821,Suncor Energy,Athabasca,Heavy Oil,Viking,57.5638,-111.4599,1998-03-09,1998-08-15,1346.2,Abandoned,55.3,0.0,72.5,26.17,412568.0,85.0,1175485.0
AB-101822,Suncor Energy,Medicine Hat,Oil Sands,McMurray,49.9543,-111.1768,2006-02-10,2006-04-15,2044.9,Producing,79.1,12.1,98.0,30.08,502196.0,104.0,1204234.0
AB-101823,Imperial Oil,Grande Prairie,Heavy Oil,Cardium,54.9231,-118.5082,2023-05-03,2023-10-11,2287.8,Suspended,59.6,0.0,29.8,28.51,24605.0,54.0,47409.0
AB-101824,Crescent Point Energy,Peace River,Gas,Clearwater,56.5155,-117.3697,2020-05-06,2020-08-06,474.3,Producing,124.2,66.1,23.8,18.23,4265.0,52.0,2207.0
AB-101825,Athabasca Oil Corp,Athabasca,Oil,Colorado Group,56.1249,-111.1688,2019-02-03,2019-06-10,2595.7,Producing,75.1,8.5,34.3,19.66,169579.0,630.0,286300.0
AB-101826,Suncor Energy,Athabasca,Heavy Oil,Montney,58.2671,-111.3339,2010-06-15,2010-10-15,1912.4,Abandoned,34.2,0.0,68.7,28.47,148980.0,192.0,320316.0
AB-101827,Whitecap Resources,Peace River,Oil Sands,Bakken,56.9982,-116.6311,2016-09-26,2016-11-03,1562.6,Producing,103.9,39.9,46.9,39.25,280376.0,147.0,158717.0
AB-101828,Imperial Oil,Grande Prairie,Gas,Cardium,55.339,-119.0022,1999-10-20,1999-12-07,300.0,Producing,50.0,3.6,60.9,12.54,3974.0,245.0,2885.0
AB-101829,Imperial Oil,Cold Lake,Gas,Colorado Group,54.2389,-110.3759,2009-04-02,2009-06-15,1819.0,Producing,94.1,4.4,45.9,10.18,366.0,1466.0,352.0
AB-101830,Baytex Energy,Athabasca,Oil,Cardium,56.0348,-111.4382,2012-10-16,2012-12-28,1022.2,Producing,16.1,4.0,47.2,32.21,40712.0,53.0,95349.0
AB-101831,Canadian Natural Resources,Athabasca,Oil,Cardium,57.1921,-111.0232,2018-07-14,2019-01-02,2147.9,Abandoned,62.4,0.0,38.1,37.67,164389.0,68.0,113065.0
AB-101832,Canadian Natural Resources,Cold Lake,Oil Sands,Clearwater,54.3397,-110.0158,2005-04-15,2005-09-22,2565.7,Producing,114.5,6.1,90.2,37.23,640303.0,153.0,476955.0
AB-101833,Cenovus Energy,Athabasca,Heavy Oil,Colorado Group,57.6098,-111.3669,2019-10-16,2020-02-15,1028.3,Producing,296.0,61.7,35.0,24.63,612547.0,12.0,1332366.0
AB-101834,Cenovus Energy,Athabasca,Gas,Duvernay,56.4959,-111.5247,2006-11-22,2007-03-19,1867.2,Producing,129.5,0.5,65.3,38.35,1360.0,1574.0,1399.0
AB-101835,Imperial Oil,Medicine Hat,Oil Sands,Duvernay,50.3195,-110.8704,2009-11-16,2010-05-06,1731.8,Suspended,20.2,0.0,71.3,18.14,100900.0,196.0,217139.0
AB-101836,Cenovus Energy,Grande Prairie,Heavy Oil,Colorado Group,55.3842,-118.6576,2005-03-11,2005-04-07,,Orphan,64.6,0.0,90.7,20.4,423266.0,162.0,459619.0
AB-101837,Athabasca Oil Corp,Athabasca,Oil,Colorado Group,58.372,-110.6001,2007-06-14,2007-09-26,2331.8,Producing,59.7,2.9,,28.99,280773.0,115.0,658165.0
AB-101838,Canadian Natural Resources,Athabasca,Oil,Viking,57.0148,-111.6543,2010-12-24,2011-04-18,1924.2,Abandoned,49.6,0.0,,9.21,268118.0,8.0,645733.0
AB-101839,Baytex Energy,Medicine Hat,Oil,McMurray,50.4545,-110.652,2004-03-16,2004-07-05,1798.5,Producing,101.0,0.1,92.6,1.9,436852.0,2324.0,793820.0
AB-101840,MEG Energy,Peace River,Oil,Montney,56.5905,-116.9287,2012-04-24,2012-08-28,1296.4,Producing,31.2,0.8,75.8,36.73,114075.0,53.0,114492.0
AB-101841,Crescent Point Energy,Cold Lake,Gas,McMurray,54.5899,-110.4897,2022-03-13,2022-05-09,1900.0,Producing,203.4,64.0,74.7,20.65,4778.0,3670.0,8828.0
AB-101842,Obsidian Energy,Medicine Hat,Oil Sands,Bakken,50.3753,-110.8179,2007-06-10,2007-08-18,1812.2,Abandoned,106.6,0.0,43.9,9.46,547741.0,17.0,1383922.0
AB-101843,Imperial Oil,Cold Lake,Heavy Oil,Viking,54.7236,-109.944,2021-01-04,2021-02-06,2457.0,Suspended,50.1,0.0,60.4,9.89,53962.0,185.0,152594.0
AB-101844,Imperial Oil,Medicine Hat,Oil,Clearwater,50.4244,-110.4106,2001-04-09,2001-08-06,2860.5,Suspended,156.6,0.0,74.7,14.16,985686.0,1988.0,2182055.0
AB-101845,Athabasca Oil Corp,Medicine Hat,Oil Sands,McMurray,50.1823,-111.1407,2014-12-10,2015-04-25,1045.6,Producing,327.4,7.5,,32.83,1315935.0,153.0,2937688.0
AB-101846,Baytex Energy,Lloydminster,Oil,Duvernay,53.2401,-109.5839,2020-07-24,2020-10-13,1992.0,Producing,70.8,32.4,41.8,39.86,91987.0,140.0,130099.0
AB-101847,MEG Energy,Lloydminster,Oil Sands,Cardium,53.258,-109.8391,2017-10-24,2018-02-09,2110.4,Abandoned,43.1,0.0,23.4,5.79,73887.0,287.0,157823.0
AB-101848,Athabasca Oil Corp,Grande Prairie,Oil Sands,McMurray,54.8255,-118.5734,2009-11-02,2009-12-19,1524.1,Abandoned,122.9,0.0,98.0,15.45,606810.0,62.0,303685.0
AB-101849,Whitecap Resources,Athabasca,Oil,Montney,57.5397,-111.5342,2015-01-03,2015-06-04,2468.7,Producing,36.0,0.9,38.7,7.84,133489.0,27.0,387845.0
AB-101850,Imperial Oil,Grande Prairie,Gas,Colorado Group,54.8982,-119.0265,2000-06-12,2000-12-08,1396.6,Producing,95.8,2.1,80.7,15.95,4061.0,382.0,1246.0
AB-101851,Suncor Energy,Medicine Hat,Oil,Duvernay,50.1737,-110.696,2012-10-03,2012-12-25,302.5,Abandoned,30.8,0.0,36.5,33.0,103227.0,293.0,133774.0
AB-101852,Baytex Energy,Cold Lake,Gas,Bakken,54.4668,-110.3769,2005-10-19,2006-03-06,1733.0,Producing,22.5,0.0,53.9,23.07,4654.0,8898.0,5271.0
AB-101853,Whitecap Resources,Athabasca,Gas,Viking,57.2292,-111.907,2014-01-02,2014-02-14,1236.3,Abandoned,67.9,0.0,46.7,38.07,4901.0,2027.0,5298.0
AB-101854,Whitecap Resources,Cold Lake,Oil Sands,Montney,54.2729,-110.3965,2004-09-05,2005-02-09,1183.9,Producing,199.2,32.0,86.5,15.03,866685.0,22.0,859502.0
AB-101855,Baytex Energy,Cold Lake,Oil,Colorado Group,54.3014,-110.2616,2007-06-12,2007-07-01,1675.1,Suspended,50.6,0.0,,11.37,214645.0,255.0,119199.0
AB-101856,Imperial Oil,Lloydminster,Oil Sands,McMurray,52.9471,-109.8197,2011-05-22,2011-10-10,3015.5,Producing,17.9,0.1,98.0,28.98,43813.0,4390.0,47378.0
AB-101857,Crescent Point Energy,Grande Prairie,Gas,McMurray,55.0494,-118.5677,2007-06-15,2007-07-09,1313.2,Producing,154.8,25.2,85.7,3.35,1781.0,1309.0,2238.0
AB-101858,Whitecap Resources,Peace River,Gas,Duvernay,56.3415,-117.3535,1999-12-25,2000-05-05,989.9,Producing,26.4,0.0,66.7,8.91,4567.0,36458.0,10686.0
AB-101859,Crescent Point Energy,Cold Lake,Oil Sands,Cardium,54.3863,-110.0491,2005-08-03,2006-01-05,2382.4,Producing,104.5,18.7,39.1,37.71,502244.0,290.0,851357.0
AB-101860,Crescent Point Energy,Lloydminster,Oil,Duvernay,53.3682,-109.5474,2010-04-08,2010-08-16,1431.5,Producing,28.3,0.1,43.9,17.0,126349.0,106.0,65576.0
AB-101861,Imperial Oil,Athabasca,Oil,Colorado Group,56.1513,-111.1743,2020-07-11,2020-11-30,1263.0,Producing,359.4,76.6,39.3,29.41,301475.0,31.0,637280.0
AB-101862,Obsidian Energy,Medicine Hat,Oil Sands,Bakken,49.9147,-110.6611,2001-07-08,2001-11-13,1879.8,Suspended,471.2,0.0,98.0,19.37,2725079.0,43.0,5926610.0
AB-101863,MEG Energy,Grande Prairie,Heavy Oil,Montney,55.4717,-119.1816,2015-11-21,2016-04-12,1938.6,Abandoned,99.9,0.0,44.5,17.47,158836.0,138.0,459740.0
AB-101864,MEG Energy,Cold Lake,Oil,Clearwater,54.5839,-109.9498,2001-07-17,2001-10-27,2555.1,Suspended,22.1,0.0,89.2,12.08,114781.0,432.0,282555.0
AB-101865,Imperial Oil,Cold Lake,Oil,Cardium,54.5584,-110.2988,2006-06-16,2006-11-21,1844.8,Producing,137.1,6.9,32.8,28.99,414978.0,865.0,404829.0
AB-101866,Cenovus Energy,Lloydminster,Oil,Colorado Group,53.3859,-110.1551,2010-06-21,2010-07-19,1566.4,Producing,152.4,1.9,38.8,13.43,480616.0,74.0,1396021.0
AB-101867,MEG Energy,Medicine Hat,Oil,Clearwater,50.3864,-110.7203,2017-09-25,2017-12-17,2422.4,Producing,42.5,4.7,92.2,6.44,76641.0,68.0,114374.0
AB-101868,Suncor Energy,Cold Lake,Oil Sands,Cardium,54.573,-110.0932,2011-03-11,2011-08-17,2243.5,Suspended,30.0,0.0,38.0,12.12,88933.0,18.0,181558.0
AB-101869,Athabasca Oil Corp,Athabasca,Oil Sands,Montney,56.5499,-111.9863,2009-01-09,2009-06-13,2550.0,Suspended,31.2,0.0,79.0,27.48,148188.0,209.0,239916.0
AB-101870,Baytex Energy,Peace River,Oil Sands,Duvernay,56.943,-117.0649,2018-01-24,2018-04-25,1394.6,Producing,45.8,3.7,81.6,3.45,91318.0,1308.0,110386.0
AB-101871,MEG Energy,Grande Prairie,Oil Sands,Bakken,55.4457,-119.2331,2022-07-19,2022-11-21,2621.5,Suspended,18.8,0.0,89.6,35.95,11352.0,197.0,15621.0
AB-101872,Suncor Energy,Grande Prairie,Oil Sands,McMurray,55.0347,-118.5633,2011-11-02,2012-02-29,1537.1,Producing,41.5,0.7,45.4,9.85,161232.0,40.0,469479.0
AB-101873,Baytex Energy,Grande Prairie,Oil,Montney,55.5312,-118.8497,2011-11-27,2012-01-12,1064.1,Producing,14.0,0.1,83.1,13.06,46725.0,6638.0,87633.0
AB-101874,Obsidian Energy,Cold Lake,Oil,Cardium,54.7094,-109.9839,2005-01-11,2005-07-04,1766.0,Producing,104.5,4.7,96.2,29.2,336915.0,311.0,684415.0
AB-101875,Whitecap Resources,Athabasca,Oil,McMurray,56.1904,-110.7713,2011-12-06,2012-04-11,2254.8,Producing,54.1,3.9,71.4,27.15,273344.0,16.0,148396.0
AB-101876,Imperial Oil,Grande Prairie,Heavy Oil,Cardium,55.5288,-118.7121,2016-06-19,2016-08-11,1178.2,Producing,17.1,2.3,,13.13,37948.0,18.0,93737.0
AB-101877,Suncor Energy,Lloydminster,Oil Sands,Viking,53.2816,-109.5632,2014-04-06,2014-07-12,2424.4,Abandoned,863.8,0.0,,36.4,2788135.0,8.0,4997131.0
AB-101878,MEG Energy,Grande Prairie,Oil Sands,Viking,54.9042,-119.1366,2001-02-23,2001-05-06,1633.0,Producing,48.7,0.9,50.3,34.51,252504.0,90.0,418761.0
AB-101879,Whitecap Resources,Grande Prairie,Oil,Duvernay,55.3959,-119.375,2022-07-09,2022-12-21,2302.9,Abandoned,28.0,0.0,25.4,1.2,28990.0,33.0,37645.0
AB-101880,Canadian Natural Resources,Peace River,Oil Sands,McMurray,56.9296,-116.9799,2011-03-04,2011-07-27,1929.1,Producing,99.2,2.3,,9.01,223133.0,64.0,653154.0
AB-101881,Baytex Energy,Peace River,Gas,Montney,56.8944,-117.3594,2001-06-02,2001-08-31,2077.4,Suspended,75.5,0.0,98.0,37.97,1152.0,15553.0,2062.0
AB-101882,Canadian Natural Resources,Grande Prairie,Gas,Clearwater,55.4484,-119.0857,2003-03-05,2003-05-12,1704.6,Producing,161.0,0.8,98.0,26.42,4591.0,2407.0,8667.0
AB-101883,MEG Energy,Medicine Hat,Oil,Viking,49.9303,-110.5974,2001-08-15,2001-12-22,1918.6,Orphan,40.6,0.0,67.2,39.27,313075.0,141.0,699841.0
AB-101884,Baytex Energy,Lloydminster,Oil,Montney,53.1801,-109.7369,2006-02-27,2006-06-01,,Producing,191.0,5.2,,26.07,786249.0,50.0,1339480.0
AB-101885,Crescent Point Energy,Lloydminster,Heavy Oil,Viking,52.9742,-109.8831,2004-01-05,2004-04-30,2653.0,Abandoned,51.9,0.0,86.9,17.29,339466.0,22.0,762791.0
AB-101886,MEG Energy,Peace River,Oil,Montney,56.3603,-116.8288,2020-02-01,2020-05-19,2934.1,Producing,61.5,25.5,59.7,20.85,77546.0,1249.0,105342.0
AB-101887,MEG Energy,Grande Prairie,Heavy Oil,Colorado Group,55.5677,-119.4575,2019-02-26,2019-03-17,2414.9,Producing,16.2,1.4,41.8,18.83,22474.0,533.0,21607.0
AB-101888,Cenovus Energy,Grande Prairie,Oil,McMurray,54.989,-118.848,2005-07-11,2005-09-14,2419.5,Producing,44.3,0.0,73.3,10.44,208790.0,19.0,476504.0
AB-101889,Obsidian Energy,Medicine Hat,Oil,Clearwater,50.1038,-111.025,2020-09-17,2021-02-18,1371.2,Suspended,10.0,0.0,51.4,38.28,14602.0,145.0,11651.0
AB-101890,Athabasca Oil Corp,Medicine Hat,Oil Sands,Montney,50.3341,-110.4705,2022-07-14,2022-10-11,1249.7,Producing,100.1,29.0,36.2,9.83,62475.0,79.0,45148.0
AB-101891,Athabasca Oil Corp,Cold Lake,Oil,Colorado Group,54.5803,-110.1588,2021-06-15,2021-07-26,1507.8,Suspended,203.0,0.0,54.0,30.54,255471.0,375.0,523945.0
AB-101892,Suncor Energy,Athabasca,Heavy Oil,Cardium,57.2498,-111.689,2018-10-12,2018-12-29,1416.6,Producing,33.2,3.1,44.9,13.79,69422.0,20.0,187969.0
AB-101893,Whitecap Resources,Grande Prairie,Gas,McMurray,55.5927,-119.3126,2006-08-04,2006-11-21,1474.5,Producing,15.8,0.0,98.0,35.93,3131.0,535.0,2367.0
AB-101894,Baytex Energy,Medicine Hat,Gas,Clearwater,50.1773,-110.5231,2021-09-25,2021-11-10,1700.2,Producing,106.4,43.6,27.2,34.35,621.0,96.0,1517.0
AB-101895,Crescent Point Energy,Cold Lake,Oil,Colorado Group,54.5306,-110.1861,2013-08-06,2014-01-13,2726.4,Producing,62.5,1.3,40.3,26.54,140175.0,946.0,61118.0
AB-101896,Whitecap Resources,Athabasca,Oil,Clearwater,57.3242,-111.2184,2014-09-25,2015-02-08,404.6,Suspended,68.5,0.0,65.9,1.44,150004.0,2789.0,209318.0
AB-101897,Suncor Energy,Athabasca,Oil,Clearwater,56.4817,-110.7091,2020-07-12,2020-11-27,847.4,Producing,273.8,107.7,22.4,36.6,310222.0,9.0,483544.0
AB-101898,MEG Energy,Peace River,Oil,Clearwater,56.64,-117.2982,1999-01-05,1999-06-20,1442.4,Producing,59.4,0.0,96.4,38.09,241740.0,13.0,251801.0
AB-101899,,Grande Prairie,Oil,Clearwater,55.2801,-118.8483,2022-04-08,2022-08-09,1271.5,Suspended,18.2,0.0,22.5,8.95,23051.0,40.0,56315.0
AB-101900,Crescent Point Energy,Lloydminster,Oil,McMurray,52.9499,-109.6651,1998-07-20,1998-10-12,587.7,Producing,43.7,0.2,63.5,6.62,324297.0,272.0,191284.0
AB-101901,Imperial Oil,Peace River,Oil,Montney,56.7679,-117.1356,2019-03-02,2019-05-28,2531.2,Producing,131.0,18.3,22.3,38.91,266618.0,104.0,437428.0
AB-101902,Suncor Energy,Grande Prairie,Oil,Montney,55.2119,-118.8196,2022-09-20,2023-02-26,836.9,Producing,15.2,10.5,45.2,1.31,10399.0,1382.0,6183.0
AB-101903,Baytex Energy,Athabasca,Oil,McMurray,58.1757,-111.0358,2014-07-02,2014-07-27,1767.7,Suspended,214.8,0.0,43.6,8.22,561798.0,257.0,1663022.0
AB-101904,Baytex Energy,Athabasca,Gas,Bakken,57.8652,-111.6636,2003-07-05,2003-10-23,1458.6,Abandoned,291.5,0.0,,30.95,1185.0,3176.0,3073.0
AB-101905,MEG Energy,Cold Lake,Oil,Viking,54.7388,-109.8898,2013-05-10,2013-09-10,914.4,Producing,158.3,2.6,95.0,26.1,521224.0,253.0,1493372.0
AB-101906,Canadian Natural Resources,Cold Lake,Oil Sands,Bakken,54.1291,-110.1074,2011-07-20,2011-12-16,1631.1,Suspended,41.3,0.0,23.7,10.96,147505.0,66.0,247195.0
AB-101907,Canadian Natural Resources,Medicine Hat,Oil,Cardium,49.873,-110.4535,2003-04-14,2003-09-13,442.2,Producing,29.9,0.0,62.4,11.18,138598.0,81.0,210246.0
AB-101908,MEG Energy,Medicine Hat,Gas,Bakken,50.2162,-110.7374,2016-10-15,2017-01-10,2584.6,Producing,63.8,3.7,30.8,1.04,638.0,121171.0,1081.0
AB-101909,Suncor Energy,Grande Prairie,Oil,Clearwater,54.8863,-118.5301,1999-07-19,1999-12-14,855.8,Suspended,19.8,0.0,98.0,3.57,123641.0,428.0,78953.0
AB-101910,Cenovus Energy,Grande Prairie,Oil Sands,Cardium,55.1108,-119.3247,2004-07-23,2004-09-25,364.4,Producing,81.8,1.4,,17.19,538616.0,1079.0,478478.0
AB-101911,Canadian Natural Resources,Peace River,Gas,Montney,56.7241,-117.1988,2011-06-19,2011-12-07,2321.0,Abandoned,59.3,0.0,35.6,32.2,4401.0,11144.0,6557.0
AB-101912,Athabasca Oil Corp,Grande Prairie,Heavy Oil,McMurray,54.842,-118.8287,2023-03-17,2023-04-28,1608.0,Producing,74.4,53.2,29.4,3.52,52483.0,35.0,150577.0
